,game_date,pitch_type,pitch_name,release_speed,batter,events,zone,stand,balls,strikes,game_year,plate_x,plate_z,pitch_number,in_out
0,2024-09-25,KC,Knuckle Curve,82.9,656305,strikeout,14.0,R,2,2,2024,0.47,0.96,5,outside
1,2024-09-25,KC,Knuckle Curve,82.7,656305,,9.0,R,2,1,2024,0.55,1.68,4,outside
2,2024-09-25,KC,Knuckle Curve,82.7,656305,,11.0,R,1,1,2024,-1.88,3.08,3,inside
3,2024-09-25,FF,4-Seam Fastball,94.8,656305,,13.0,R,1,0,2024,-0.85,2.38,2,inside
4,2024-09-25,KC,Knuckle Curve,82.8,656305,,11.0,R,0,0,2024,-1.69,3.56,1,inside
5,2024-09-25,FF,4-Seam Fastball,94.6,664774,field_out,6.0,L,3,1,2024,0.39,2.19,5,inside
6,2024-09-25,KC,Knuckle Curve,83.1,664774,,13.0,L,2,1,2024,-0.14,0.68,4,outside
7,2024-09-25,CH,Changeup,85.9,664774,,13.0,L,1,1,2024,-1.26,2.17,3,outside
8,2024-09-25,FF,4-Seam Fastball,93.6,664774,,8.0,L,1,0,2024,0.12,1.65,2,inside
9,2024-09-25,KC,Knuckle Curve,82.8,664774,,13.0,L,0,0,2024,-0.41,0.82,1,outside
10,2024-09-25,CH,Changeup,87.3,671218,double,4.0,R,0,2,2024,-0.4,2.6,3,inside
11,2024-09-25,FF,4-Seam Fastball,92.6,671218,,6.0,R,0,1,2024,0.54,1.99,2,outside
12,2024-09-25,KC,Knuckle Curve,81.8,671218,,8.0,R,0,0,2024,-0.05,1.92,1,inside
13,2024-09-25,FF,4-Seam Fastball,93.5,573262,field_out,2.0,L,1,2,2024,0.03,3.37,4,inside
14,2024-09-25,CH,Changeup,86.3,573262,,4.0,L,1,1,2024,-0.63,2.16,3,outside
15,2024-09-25,FF,4-Seam Fastball,91.7,573262,,14.0,L,0,1,2024,1.44,2.61,2,inside
16,2024-09-25,FF,4-Seam Fastball,91.9,573262,,9.0,L,0,0,2024,0.31,2.0,1,inside
17,2024-09-25,KC,Knuckle Curve,83.2,689172,strikeout,14.0,L,2,2,2024,0.35,0.22,5,inside
18,2024-09-25,CH,Changeup,86.0,689172,,7.0,L,2,1,2024,-0.6,1.64,4,outside
19,2024-09-25,CH,Changeup,85.1,689172,,13.0,L,1,1,2024,-1.31,1.9,3,outside
20,2024-09-25,FF,4-Seam Fastball,93.1,689172,,13.0,L,1,0,2024,-0.36,1.45,2,outside
21,2024-09-25,KC,Knuckle Curve,80.3,689172,,13.0,L,0,0,2024,-0.96,1.7,1,outside
22,2024-09-25,KC,Knuckle Curve,81.7,687529,strikeout,14.0,L,0,2,2024,0.62,0.66,4,inside
23,2024-09-25,FF,4-Seam Fastball,93.8,687529,,4.0,L,0,2,2024,-0.38,2.52,3,outside
24,2024-09-25,KC,Knuckle Curve,81.3,687529,,14.0,L,0,1,2024,0.02,1.46,2,inside
25,2024-09-25,FF,4-Seam Fastball,93.3,687529,,4.0,L,0,0,2024,-0.79,2.84,1,outside
26,2024-09-25,FC,Cutter,89.3,666149,strikeout,14.0,R,3,2,2024,0.21,1.43,7,outside
27,2024-09-25,SL,Slider,86.9,666149,,14.0,R,2,2,2024,0.85,0.31,6,outside
28,2024-09-25,KC,Knuckle Curve,79.8,666149,,7.0,R,2,2,2024,-0.73,1.9,5,inside
29,2024-09-25,FF,4-Seam Fastball,93.7,666149,,14.0,R,1,2,2024,1.9,1.32,4,outside
30,2024-09-25,KC,Knuckle Curve,79.4,666149,,13.0,R,1,1,2024,-0.5,1.3,3,inside
31,2024-09-25,KC,Knuckle Curve,79.5,666149,,8.0,R,1,0,2024,-0.21,1.59,2,inside
32,2024-09-25,FF,4-Seam Fastball,91.9,666149,,14.0,R,0,0,2024,1.12,2.28,1,outside
33,2024-09-25,FF,4-Seam Fastball,94.9,672275,field_out,4.0,L,3,1,2024,-0.41,2.19,5,outside
34,2024-09-25,FF,4-Seam Fastball,94.3,672275,,14.0,L,2,1,2024,0.02,0.88,4,inside
35,2024-09-25,CH,Changeup,86.0,672275,,13.0,L,1,1,2024,-1.14,1.49,3,outside
36,2024-09-25,FF,4-Seam Fastball,93.2,672275,,12.0,L,0,1,2024,1.28,4.01,2,inside
37,2024-09-25,KC,Knuckle Curve,83.4,672275,,13.0,L,0,0,2024,-0.06,1.32,1,outside
38,2024-09-25,FF,4-Seam Fastball,94.8,624424,strikeout,7.0,L,2,2,2024,-0.5,1.85,5,outside
39,2024-09-25,KC,Knuckle Curve,82.5,624424,,13.0,L,2,1,2024,-0.9,2.47,4,outside
40,2024-09-25,FF,4-Seam Fastball,94.4,624424,,8.0,L,2,0,2024,-0.24,1.62,3,outside
41,2024-09-25,CH,Changeup,87.0,624424,,13.0,L,1,0,2024,-1.28,1.65,2,outside
42,2024-09-25,FF,4-Seam Fastball,93.2,624424,,12.0,L,0,0,2024,0.04,3.66,1,inside
43,2024-09-25,FF,4-Seam Fastball,93.7,656305,field_out,2.0,R,2,2,2024,0.16,3.54,5,outside
44,2024-09-25,KC,Knuckle Curve,81.7,656305,,9.0,R,2,1,2024,0.47,1.85,4,outside
45,2024-09-25,KC,Knuckle Curve,82.0,656305,,14.0,R,1,1,2024,0.63,1.37,3,outside
46,2024-09-25,SL,Slider,87.5,656305,,14.0,R,0,1,2024,1.27,1.53,2,outside
47,2024-09-25,FF,4-Seam Fastball,92.1,656305,,5.0,R,0,0,2024,0.03,2.92,1,outside
48,2024-09-25,KC,Knuckle Curve,83.5,664774,field_out,13.0,L,1,2,2024,-0.15,0.89,4,outside
49,2024-09-25,KC,Knuckle Curve,82.8,664774,,8.0,L,1,1,2024,-0.1,1.47,3,outside
50,2024-09-25,FF,4-Seam Fastball,93.8,664774,,12.0,L,0,1,2024,1.3,3.28,2,inside
51,2024-09-25,FF,4-Seam Fastball,94.3,664774,,5.0,L,0,0,2024,0.11,2.34,1,inside
52,2024-09-25,KC,Knuckle Curve,81.6,671218,strikeout,13.0,R,0,2,2024,-0.16,0.71,3,inside
53,2024-09-25,SL,Slider,88.5,671218,,14.0,R,0,1,2024,0.92,1.23,2,outside
54,2024-09-25,FF,4-Seam Fastball,93.9,671218,,6.0,R,0,0,2024,0.34,2.09,1,outside
55,2024-09-25,KC,Knuckle Curve,81.0,573262,field_out,13.0,L,0,0,2024,-0.09,0.99,1,outside
56,2024-09-25,FF,4-Seam Fastball,96.0,689172,strikeout,13.0,L,2,2,2024,-0.99,1.63,5,outside
57,2024-09-25,KC,Knuckle Curve,84.2,689172,,13.0,L,1,2,2024,-0.17,0.65,4,outside
58,2024-09-25,KC,Knuckle Curve,83.3,689172,,13.0,L,1,1,2024,-0.14,0.22,3,outside
59,2024-09-25,CH,Changeup,86.9,689172,,14.0,L,1,0,2024,0.87,1.76,2,inside
60,2024-09-25,CH,Changeup,87.7,689172,,13.0,L,0,0,2024,-0.48,1.27,1,outside
61,2024-09-25,KC,Knuckle Curve,82.9,687529,strikeout,14.0,L,0,2,2024,0.66,0.2,3,inside
62,2024-09-25,CH,Changeup,87.0,687529,,13.0,L,0,1,2024,-1.09,2.23,2,outside
63,2024-09-25,FF,4-Seam Fastball,95.7,687529,,7.0,L,0,0,2024,-0.71,2.11,1,outside
64,2024-09-25,FF,4-Seam Fastball,93.9,666149,double,2.0,R,2,2,2024,-0.05,3.18,5,inside
65,2024-09-25,FF,4-Seam Fastball,95.9,666149,,2.0,R,2,1,2024,-0.2,3.43,4,inside
66,2024-09-25,KC,Knuckle Curve,82.1,666149,,14.0,R,1,1,2024,0.16,0.94,3,outside
67,2024-09-25,FF,4-Seam Fastball,95.7,666149,,14.0,R,0,1,2024,1.08,2.3,2,outside
68,2024-09-25,KC,Knuckle Curve,83.0,666149,,4.0,R,0,0,2024,-0.29,2.54,1,inside
69,2024-09-25,KC,Knuckle Curve,84.1,672275,strikeout,14.0,L,2,2,2024,0.52,0.3,5,inside
70,2024-09-25,CH,Changeup,88.4,672275,,13.0,L,2,1,2024,-1.28,2.13,4,outside
71,2024-09-25,FF,4-Seam Fastball,95.7,672275,,4.0,L,2,0,2024,-0.53,2.54,3,outside
72,2024-09-25,CH,Changeup,86.9,672275,,14.0,L,1,0,2024,0.81,1.47,2,inside
73,2024-09-25,CH,Changeup,86.7,672275,,13.0,L,0,0,2024,-1.02,2.15,1,outside
74,2024-09-25,FF,4-Seam Fastball,95.8,624424,walk,14.0,L,3,2,2024,1.44,1.84,6,inside
75,2024-09-25,KC,Knuckle Curve,82.8,624424,,14.0,L,2,2,2024,0.41,0.77,5,inside
76,2024-09-25,CH,Changeup,86.7,624424,,8.0,L,2,1,2024,-0.18,1.89,4,outside
77,2024-09-25,FF,4-Seam Fastball,94.1,624424,,5.0,L,2,0,2024,0.14,2.7,3,inside
78,2024-09-25,CH,Changeup,86.6,624424,,14.0,L,1,0,2024,0.58,0.43,2,inside
79,2024-09-25,FF,4-Seam Fastball,92.4,624424,,12.0,L,0,0,2024,0.72,3.98,1,inside
80,2024-09-25,FF,4-Seam Fastball,94.5,656305,force_out,11.0,R,0,0,2024,-0.96,3.26,1,inside
81,2024-09-25,CH,Changeup,87.0,664774,strikeout,13.0,L,2,2,2024,-1.0,1.14,5,outside
82,2024-09-25,FF,4-Seam Fastball,95.2,664774,,5.0,L,2,1,2024,-0.22,2.61,4,outside
83,2024-09-25,KC,Knuckle Curve,81.8,664774,,13.0,L,2,0,2024,-0.39,1.34,3,outside
84,2024-09-25,FF,4-Seam Fastball,95.7,664774,,13.0,L,1,0,2024,-0.36,1.24,2,outside
85,2024-09-25,CH,Changeup,87.8,664774,,13.0,L,0,0,2024,-1.1,1.7,1,outside
86,2024-09-25,FF,4-Seam Fastball,97.1,671218,walk,13.0,R,3,2,2024,-0.55,1.01,6,inside
87,2024-09-25,FF,4-Seam Fastball,95.3,671218,,11.0,R,2,2,2024,-1.12,2.4,5,inside
88,2024-09-25,KC,Knuckle Curve,82.6,671218,,8.0,R,2,1,2024,-0.23,1.85,4,inside
89,2024-09-25,CH,Changeup,87.7,671218,,11.0,R,1,1,2024,-1.59,2.28,3,inside
90,2024-09-25,FC,Cutter,89.8,671218,,14.0,R,0,1,2024,1.45,1.43,2,outside
91,2024-09-25,FF,4-Seam Fastball,95.4,671218,,11.0,R,0,0,2024,-0.24,3.68,1,inside
92,2024-09-25,KC,Knuckle Curve,81.7,573262,strikeout,13.0,L,1,2,2024,-0.53,1.32,5,outside
93,2024-09-25,CH,Changeup,85.8,573262,,13.0,L,1,2,2024,-0.75,1.43,4,outside
94,2024-09-25,FC,Cutter,91.6,573262,,14.0,L,1,1,2024,0.73,1.41,3,inside
95,2024-09-25,CH,Changeup,87.2,573262,,13.0,L,1,0,2024,-0.13,1.42,2,outside
96,2024-09-25,FF,4-Seam Fastball,94.8,573262,,13.0,L,0,0,2024,0.0,0.61,1,outside
97,2024-09-20,FF,4-Seam Fastball,95.2,642715,field_out,2.0,R,1,0,2024,-0.15,3.29,2,inside
98,2024-09-20,FC,Cutter,90.2,642715,,14.0,R,0,0,2024,1.08,1.37,1,outside
99,2024-09-20,FF,4-Seam Fastball,95.7,669003,home_run,4.0,L,0,0,2024,-0.45,2.31,1,outside
100,2024-09-20,SL,Slider,86.5,661388,home_run,8.0,R,3,2,2024,-0.05,2.06,7,inside
101,2024-09-20,KC,Knuckle Curve,84.3,661388,,14.0,R,2,2,2024,0.39,0.57,6,outside
102,2024-09-20,FF,4-Seam Fastball,94.9,661388,,11.0,R,1,2,2024,-1.26,2.75,5,inside
103,2024-09-20,CH,Changeup,89.7,661388,,13.0,R,0,2,2024,-0.4,-0.34,4,inside
104,2024-09-20,FF,4-Seam Fastball,94.7,661388,,1.0,R,0,2,2024,-0.81,3.03,3,inside
105,2024-09-20,FF,4-Seam Fastball,94.6,661388,,1.0,R,0,1,2024,-0.65,3.17,2,inside
106,2024-09-20,FF,4-Seam Fastball,95.0,661388,,5.0,R,0,0,2024,0.23,2.41,1,outside
107,2024-09-20,SL,Slider,88.1,694192,single,8.0,R,2,1,2024,0.14,1.75,4,outside
108,2024-09-20,FF,4-Seam Fastball,95.0,694192,,5.0,R,2,0,2024,0.25,2.5,3,outside
109,2024-09-20,FF,4-Seam Fastball,93.7,694192,,14.0,R,1,0,2024,1.06,1.77,2,outside
110,2024-09-20,FF,4-Seam Fastball,94.1,694192,,12.0,R,0,0,2024,1.46,2.66,1,outside
111,2024-09-20,CH,Changeup,88.1,668930,field_out,8.0,L,1,1,2024,-0.15,1.47,3,outside
112,2024-09-20,FF,4-Seam Fastball,94.1,668930,,12.0,L,0,1,2024,1.19,2.54,2,inside
113,2024-09-20,KC,Knuckle Curve,82.8,668930,,9.0,L,0,0,2024,0.47,1.98,1,inside
114,2024-09-20,FF,4-Seam Fastball,95.8,687401,home_run,1.0,R,2,0,2024,-0.38,2.92,3,inside
115,2024-09-20,FF,4-Seam Fastball,94.9,687401,,14.0,R,1,0,2024,0.54,1.19,2,outside
116,2024-09-20,KC,Knuckle Curve,83.9,687401,,14.0,R,0,0,2024,0.49,1.1,1,outside
117,2024-09-20,FF,4-Seam Fastball,95.3,596142,field_out,5.0,R,3,2,2024,-0.06,2.22,6,inside
118,2024-09-20,FF,4-Seam Fastball,94.7,596142,,2.0,R,3,1,2024,-0.16,3.1,5,inside
119,2024-09-20,KC,Knuckle Curve,82.6,596142,,14.0,R,2,1,2024,0.64,0.36,4,outside
120,2024-09-20,FF,4-Seam Fastball,95.8,596142,,8.0,R,2,0,2024,-0.27,1.95,3,inside
121,2024-09-20,FF,4-Seam Fastball,94.0,596142,,14.0,R,1,0,2024,0.86,1.51,2,outside
122,2024-09-20,FF,4-Seam Fastball,94.4,596142,,14.0,R,0,0,2024,0.79,1.18,1,outside
123,2024-09-20,FF,4-Seam Fastball,95.4,686217,field_out,1.0,L,3,2,2024,-0.34,2.6,6,outside
124,2024-09-20,FF,4-Seam Fastball,95.1,686217,,7.0,L,3,1,2024,-0.41,1.7,5,outside
125,2024-09-20,KC,Knuckle Curve,82.7,686217,,14.0,L,2,1,2024,0.02,1.02,4,inside
126,2024-09-20,CH,Changeup,88.7,686217,,13.0,L,1,1,2024,-0.53,0.89,3,outside
127,2024-09-20,CH,Changeup,88.1,686217,,8.0,L,1,0,2024,-0.22,1.44,2,outside
128,2024-09-20,FF,4-Seam Fastball,95.1,686217,,13.0,L,0,0,2024,-0.78,1.14,1,outside
129,2024-09-20,FF,4-Seam Fastball,95.0,656555,field_out,7.0,R,0,1,2024,-0.59,1.94,2,inside
130,2024-09-20,FF,4-Seam Fastball,94.5,656555,,8.0,R,0,0,2024,-0.23,2.21,1,inside
131,2024-09-20,FF,4-Seam Fastball,95.1,642715,strikeout,14.0,R,1,2,2024,1.38,1.79,4,outside
132,2024-09-20,SL,Slider,86.8,642715,,14.0,R,0,2,2024,1.3,0.99,3,outside
133,2024-09-20,FF,4-Seam Fastball,93.9,642715,,1.0,R,0,1,2024,-0.69,3.51,2,inside
134,2024-09-20,FF,4-Seam Fastball,94.7,642715,,9.0,R,0,0,2024,0.57,1.87,1,outside
135,2024-09-20,FF,4-Seam Fastball,96.2,669003,strikeout,7.0,L,1,2,2024,-0.82,1.96,4,outside
136,2024-09-20,FF,4-Seam Fastball,94.9,669003,,1.0,L,1,1,2024,-0.33,2.99,3,outside
137,2024-09-20,CH,Changeup,88.2,669003,,13.0,L,0,1,2024,-0.73,1.32,2,outside
138,2024-09-20,FF,4-Seam Fastball,94.1,669003,,3.0,L,0,0,2024,0.75,3.39,1,inside
139,2024-09-20,SL,Slider,88.7,661388,single,14.0,R,1,1,2024,0.9,2.04,3,outside
140,2024-09-20,FF,4-Seam Fastball,95.5,661388,,9.0,R,0,1,2024,0.29,1.63,2,outside
141,2024-09-20,FF,4-Seam Fastball,96.3,661388,,6.0,R,0,0,2024,0.39,2.66,1,outside
142,2024-09-20,SL,Slider,87.3,694192,field_out,5.0,R,2,2,2024,0.05,2.58,5,outside
143,2024-09-20,SL,Slider,86.6,694192,,1.0,R,2,1,2024,-0.67,3.21,4,inside
144,2024-09-20,FF,4-Seam Fastball,95.4,694192,,8.0,R,2,0,2024,-0.16,1.75,3,inside
145,2024-09-20,FF,4-Seam Fastball,94.4,694192,,12.0,R,1,0,2024,0.85,3.45,2,outside
146,2024-09-20,FF,4-Seam Fastball,95.8,694192,,14.0,R,0,0,2024,0.84,1.61,1,outside
147,2024-09-20,KC,Knuckle Curve,83.8,668930,field_out,14.0,L,1,2,2024,0.0,1.05,4,outside
148,2024-09-20,CH,Changeup,86.9,668930,,5.0,L,1,1,2024,-0.09,2.47,3,outside
149,2024-09-20,CH,Changeup,87.3,668930,,14.0,L,0,1,2024,0.1,0.81,2,inside
150,2024-09-20,FF,4-Seam Fastball,94.6,668930,,7.0,L,0,0,2024,-0.28,2.23,1,outside
151,2024-09-20,FF,4-Seam Fastball,95.6,687401,field_out,6.0,R,2,2,2024,0.72,2.17,5,outside
152,2024-09-20,FF,4-Seam Fastball,95.0,687401,,13.0,R,1,2,2024,-1.32,1.62,4,inside
153,2024-09-20,KC,Knuckle Curve,83.5,687401,,14.0,R,0,2,2024,1.03,1.02,3,outside
154,2024-09-20,FF,4-Seam Fastball,96.2,687401,,8.0,R,0,1,2024,-0.01,1.83,2,inside
155,2024-09-20,FF,4-Seam Fastball,96.4,687401,,2.0,R,0,0,2024,0.16,2.78,1,outside
156,2024-09-20,FF,4-Seam Fastball,96.1,596142,strikeout,8.0,R,3,2,2024,0.23,1.97,6,outside
157,2024-09-20,KC,Knuckle Curve,82.6,596142,,14.0,R,2,2,2024,0.76,0.72,5,outside
158,2024-09-20,CH,Changeup,89.6,596142,,8.0,R,2,1,2024,-0.16,1.54,4,inside
159,2024-09-20,FF,4-Seam Fastball,95.0,596142,,2.0,R,2,0,2024,-0.15,3.03,3,inside
160,2024-09-20,SL,Slider,87.0,596142,,14.0,R,1,0,2024,0.11,0.87,2,outside
161,2024-09-20,FF,4-Seam Fastball,95.1,596142,,3.0,R,0,0,2024,0.73,3.39,1,outside
162,2024-09-20,FF,4-Seam Fastball,95.2,686217,field_out,4.0,L,1,2,2024,-0.54,2.13,4,outside
163,2024-09-20,KC,Knuckle Curve,82.3,686217,,14.0,L,0,2,2024,0.39,0.2,3,inside
164,2024-09-20,CH,Changeup,87.8,686217,,8.0,L,0,1,2024,0.11,1.39,2,inside
165,2024-09-20,FF,4-Seam Fastball,93.5,686217,,2.0,L,0,0,2024,0.09,2.82,1,inside
166,2024-09-20,KC,Knuckle Curve,83.4,656555,force_out,4.0,R,2,2,2024,-0.39,2.3,5,inside
167,2024-09-20,FF,4-Seam Fastball,97.1,656555,,11.0,R,2,1,2024,-0.89,2.67,4,inside
168,2024-09-20,KC,Knuckle Curve,83.5,656555,,14.0,R,1,1,2024,0.78,0.55,3,outside
169,2024-09-20,FF,4-Seam Fastball,96.3,656555,,14.0,R,0,1,2024,1.09,1.28,2,outside
170,2024-09-20,KC,Knuckle Curve,83.7,656555,,8.0,R,0,0,2024,0.12,1.9,1,outside
171,2024-09-20,KC,Knuckle Curve,82.5,642715,walk,13.0,R,3,2,2024,-0.46,0.71,6,inside
172,2024-09-20,KC,Knuckle Curve,82.9,642715,,14.0,R,2,2,2024,0.1,-0.47,5,outside
173,2024-09-20,SL,Slider,88.3,642715,,8.0,R,2,1,2024,0.16,1.64,4,outside
174,2024-09-20,SL,Slider,87.1,642715,,14.0,R,1,1,2024,0.64,0.84,3,outside
175,2024-09-20,FF,4-Seam Fastball,95.7,642715,,11.0,R,1,0,2024,-1.04,2.83,2,inside
176,2024-09-20,FF,4-Seam Fastball,96.6,642715,,13.0,R,0,0,2024,-1.7,2.13,1,inside
177,2024-09-20,KC,Knuckle Curve,82.8,669003,strikeout,13.0,L,2,2,2024,-0.15,0.91,6,outside
178,2024-09-20,FF,4-Seam Fastball,95.0,669003,,8.0,L,2,2,2024,0.0,1.86,5,outside
179,2024-09-20,CH,Changeup,88.6,669003,,13.0,L,1,2,2024,-0.47,-0.17,4,outside
180,2024-09-20,KC,Knuckle Curve,82.0,669003,,13.0,L,0,2,2024,-0.45,0.63,3,outside
181,2024-09-20,FF,4-Seam Fastball,95.6,669003,,3.0,L,0,1,2024,0.69,3.32,2,inside
182,2024-09-20,FF,4-Seam Fastball,96.7,669003,,14.0,L,0,0,2024,0.19,1.4,1,inside
183,2024-09-20,KC,Knuckle Curve,83.6,661388,strikeout,14.0,R,2,2,2024,0.06,0.92,5,outside
184,2024-09-20,SL,Slider,88.2,661388,,14.0,R,1,2,2024,0.97,0.5,4,outside
185,2024-09-20,FF,4-Seam Fastball,95.4,661388,,6.0,R,1,1,2024,0.64,2.54,3,outside
186,2024-09-20,KC,Knuckle Curve,83.5,661388,,13.0,R,0,1,2024,-1.25,0.45,2,inside
187,2024-09-20,FF,4-Seam Fastball,95.4,661388,,1.0,R,0,0,2024,-0.36,3.14,1,inside
188,2024-09-20,SL,Slider,88.1,694192,single,7.0,R,0,0,2024,-0.35,1.84,1,inside
189,2024-09-20,FF,4-Seam Fastball,95.2,668930,single,12.0,L,1,2,2024,0.92,3.5,4,inside
190,2024-09-20,FF,4-Seam Fastball,96.4,668930,,14.0,L,0,2,2024,2.25,0.39,3,inside
191,2024-09-20,FF,4-Seam Fastball,94.9,668930,,6.0,L,0,1,2024,0.3,2.51,2,inside
192,2024-09-20,FF,4-Seam Fastball,95.0,668930,,5.0,L,0,0,2024,0.0,2.34,1,outside
193,2024-09-15,KC,Knuckle Curve,81.6,656555,strikeout,13.0,R,2,2,2024,-1.01,1.82,5,inside
194,2024-09-15,FF,4-Seam Fastball,94.2,656555,,11.0,R,2,1,2024,-0.86,3.33,4,inside
195,2024-09-15,SL,Slider,87.4,656555,,6.0,R,2,0,2024,0.28,2.48,3,outside
196,2024-09-15,KC,Knuckle Curve,81.0,656555,,14.0,R,1,0,2024,0.44,0.24,2,outside
197,2024-09-15,KC,Knuckle Curve,83.3,656555,,14.0,R,0,0,2024,1.36,1.04,1,outside
198,2024-09-15,FF,4-Seam Fastball,95.2,669003,field_out,6.0,L,2,0,2024,0.47,2.42,3,inside
199,2024-09-15,FF,4-Seam Fastball,95.5,669003,,14.0,L,1,0,2024,0.5,0.77,2,inside
200,2024-09-15,CH,Changeup,86.7,669003,,14.0,L,0,0,2024,0.82,1.46,1,inside
201,2024-09-15,FF,4-Seam Fastball,94.1,642715,field_out,5.0,R,1,2,2024,0.19,2.78,4,outside
202,2024-09-15,KC,Knuckle Curve,83.4,642715,,14.0,R,0,2,2024,0.54,0.18,3,outside
203,2024-09-15,KC,Knuckle Curve,82.5,642715,,14.0,R,0,1,2024,0.25,0.12,2,outside
204,2024-09-15,FF,4-Seam Fastball,95.2,642715,,7.0,R,0,0,2024,-0.4,1.99,1,inside
205,2024-09-15,KC,Knuckle Curve,81.4,694192,home_run,7.0,R,1,2,2024,-0.63,1.47,5,inside
206,2024-09-15,SL,Slider,86.3,694192,,7.0,R,0,2,2024,-0.69,1.57,4,inside
207,2024-09-15,FF,4-Seam Fastball,93.3,694192,,12.0,R,0,2,2024,0.05,3.76,3,outside
208,2024-09-15,KC,Knuckle Curve,81.7,694192,,4.0,R,0,1,2024,-0.69,2.24,2,inside
209,2024-09-15,SL,Slider,87.3,694192,,6.0,R,0,0,2024,0.55,2.64,1,outside
210,2024-09-15,KC,Knuckle Curve,79.4,668930,single,8.0,L,1,1,2024,-0.17,1.93,3,outside
211,2024-09-15,KC,Knuckle Curve,79.1,668930,,1.0,L,1,0,2024,-0.46,3.31,2,outside
212,2024-09-15,CH,Changeup,84.4,668930,,11.0,L,0,0,2024,-1.17,2.61,1,outside
213,2024-09-15,FF,4-Seam Fastball,93.5,606992,single,9.0,R,2,2,2024,0.56,2.01,5,outside
214,2024-09-15,CH,Changeup,87.5,606992,,14.0,R,1,2,2024,0.78,0.66,4,outside
215,2024-09-15,SL,Slider,86.4,606992,,14.0,R,1,1,2024,0.71,1.04,3,outside
216,2024-09-15,SL,Slider,85.7,606992,,14.0,R,0,1,2024,0.8,0.65,2,outside
217,2024-09-15,KC,Knuckle Curve,80.6,606992,,8.0,R,0,0,2024,-0.16,1.62,1,inside
218,2024-09-15,FF,4-Seam Fastball,93.6,686217,field_out,5.0,L,0,0,2024,0.04,2.37,1,inside
219,2024-09-15,FF,4-Seam Fastball,93.6,687401,strikeout,11.0,R,1,2,2024,-1.06,2.51,4,inside
220,2024-09-15,KC,Knuckle Curve,80.7,687401,,13.0,R,1,1,2024,-1.03,0.63,3,inside
221,2024-09-15,FF,4-Seam Fastball,93.1,687401,,13.0,R,0,1,2024,-1.06,1.53,2,inside
222,2024-09-15,KC,Knuckle Curve,80.8,687401,,7.0,R,0,0,2024,-0.35,1.5,1,inside
223,2024-09-15,CH,Changeup,82.6,641343,field_out,13.0,L,2,2,2024,-0.98,2.5,5,outside
224,2024-09-15,KC,Knuckle Curve,80.0,641343,,14.0,L,1,2,2024,0.62,1.39,4,inside
225,2024-09-15,KC,Knuckle Curve,80.8,641343,,13.0,L,0,2,2024,-0.58,0.8,3,outside
226,2024-09-15,CH,Changeup,84.3,641343,,7.0,L,0,1,2024,-0.77,1.99,2,outside
227,2024-09-15,KC,Knuckle Curve,78.9,641343,,4.0,L,0,0,2024,-0.75,2.91,1,outside
228,2024-09-15,FF,4-Seam Fastball,92.9,656555,single,6.0,R,0,0,2024,0.5,2.83,1,outside
229,2024-09-15,FF,4-Seam Fastball,94.9,669003,strikeout,1.0,L,2,2,2024,-0.46,3.26,5,outside
230,2024-09-15,CH,Changeup,85.0,669003,,13.0,L,2,1,2024,-0.17,1.3,4,outside
231,2024-09-15,CH,Changeup,86.2,669003,,13.0,L,1,1,2024,-0.91,1.47,3,outside
232,2024-09-15,FF,4-Seam Fastball,94.2,669003,,3.0,L,1,0,2024,0.7,2.94,2,inside
233,2024-09-15,FF,4-Seam Fastball,93.4,669003,,12.0,L,0,0,2024,0.15,4.32,1,inside
234,2024-09-15,FF,4-Seam Fastball,93.7,642715,strikeout,4.0,R,0,2,2024,-0.76,2.57,3,inside
235,2024-09-15,FF,4-Seam Fastball,93.3,642715,,1.0,R,0,1,2024,-0.62,3.52,2,inside
236,2024-09-15,FF,4-Seam Fastball,92.7,642715,,1.0,R,0,0,2024,-0.62,3.28,1,inside
237,2024-09-15,SL,Slider,87.0,694192,force_out,5.0,R,0,0,2024,-0.1,2.21,1,inside
238,2024-09-15,FF,4-Seam Fastball,93.5,668930,single,6.0,L,1,2,2024,0.71,2.56,4,inside
239,2024-09-15,FF,4-Seam Fastball,92.7,668930,,2.0,L,1,1,2024,-0.27,2.92,3,outside
240,2024-09-15,FF,4-Seam Fastball,92.9,668930,,11.0,L,0,1,2024,-1.09,2.64,2,outside
241,2024-09-15,FF,4-Seam Fastball,92.6,668930,,12.0,L,0,0,2024,0.37,3.32,1,inside
242,2024-09-15,KC,Knuckle Curve,81.0,606992,single,14.0,R,3,2,2024,0.92,1.57,6,outside
243,2024-09-15,SL,Slider,87.1,606992,,3.0,R,3,1,2024,0.53,2.73,5,outside
244,2024-09-15,FF,4-Seam Fastball,93.7,606992,,6.0,R,3,0,2024,0.79,2.48,4,outside
245,2024-09-15,FF,4-Seam Fastball,93.7,606992,,14.0,R,2,0,2024,1.28,1.34,3,outside
246,2024-09-15,SL,Slider,86.4,606992,,14.0,R,1,0,2024,1.12,2.22,2,outside
247,2024-09-15,FF,4-Seam Fastball,92.9,606992,,14.0,R,0,0,2024,0.89,2.21,1,outside
248,2024-09-15,FF,4-Seam Fastball,93.9,686217,field_out,11.0,L,1,2,2024,-1.02,3.53,5,outside
249,2024-09-15,KC,Knuckle Curve,81.9,686217,,13.0,L,1,2,2024,0.0,0.53,4,outside
